id,title,date,assignee,word_count,date_parsed,year,type_document,text_for_rag
EP-2419033-B1,Manche utilisé pour la mise en place d implants chirurgicaux,2015-12-16,Howmedica Osteonics Corp.,10,2015-12-16,2015,Certificat d'utilité,[Certificat d'utilité] TITLE: Manche utilisé pour la mise en place d implants chirurgicaux
EP-3319560-B1,Système d implant rachidien,2020-06-24,"Warsaw Orthopedic, Inc.",4,2020-06-24,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d implant rachidien
EP-3618914-B1,Dispositifs implantables de traitement d une hyperplasie bénigne de la prostate (hbp) et des symptômes des voies urinaires inférieures (luts) associés,2023-10-18,Prodeon Medical Corporation,21,2023-10-18,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositifs implantables de traitement d une hyperplasie bénigne de la prostate (hbp) et des symptômes des voies urinaires inférieures (luts) associés
EP-3273858-B1,Systèmes de surveillance d implant orthopédique et de rééducation,2024-08-14,"Consensus Orthopedics, Inc.",9,2024-08-14,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Systèmes de surveillance d implant orthopédique et de rééducation
EP-3445292-B1,Implant humeral prépartielement préparé et procédé de planification,2022-12-21,"Imascap SAS, Robert Ball",8,2022-12-21,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant humeral prépartielement préparé et procédé de planification
EP-3315095-B1,Système d implant vertébral extensible ayant une pointe biaisée,2021-12-01,"Warsaw Orthopedic, Inc.",9,2021-12-01,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d implant vertébral extensible ayant une pointe biaisée
EP-3522831-B1,Implant de néo-phallus,2024-04-17,Coloplast A/S,3,2024-04-17,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant de néo-phallus
EP-4199847-B1,Processus interépineux implantaire,2024-12-25,Spinal Simplicity LLC,3,2024-12-25,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Processus interépineux implantaire
EP-1962705-B1,Implant a chaines allongees souples de soutien de tissu corporel avec celui-ci,2010-05-05,Synthes GmbH,12,2010-05-05,2010,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant a chaines allongees souples de soutien de tissu corporel avec celui-ci
EP-0796593-B1,Instrumentation pour l insertion d un implant chirurgical,2004-05-19,Howmedica Osteonics Corp.,8,2004-05-19,2004,Certificat d'utilité,[Certificat d'utilité] TITLE: Instrumentation pour l insertion d un implant chirurgical
EP-3582849-B1,Système de pose et de positionnement d implant modulaire,2023-08-30,"Iotamotion, Inc.",9,2023-08-30,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Système de pose et de positionnement d implant modulaire
EP-3666202-B1,Systèmes de détachement d implant embolique,2021-11-03,"DePuy Synthes Products, Inc.",6,2021-11-03,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Systèmes de détachement d implant embolique
EP-3636195-B1,Automatisation robotique chirurgicale au moyen de marqueurs de suivi,2023-05-31,"Globus Medical, Inc.",9,2023-05-31,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Automatisation robotique chirurgicale au moyen de marqueurs de suivi
EP-3285670-B1,Implants de clavicule,2023-04-05,"Biomet Manufacturing, LLC",3,2023-04-05,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants de clavicule
EP-3579762-B1,Implant à contre-couple,2024-06-26,"Crossroads Extremity Systems, LLC",3,2024-06-26,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant à contre-couple
EP-3294351-B1,Procede de preparation d un implant en silicone par traitement de plasma,2022-03-23,Nova Plasma Ltd,12,2022-03-23,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Procede de preparation d un implant en silicone par traitement de plasma
EP-2838453-B1,Implant de fusion inter-épineuse,2017-11-08,"Aurora Spine, LLC",4,2017-11-08,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant de fusion inter-épineuse
EP-3503850-B1,Système d implant de tête humérale,2022-04-13,"Greiwe, Raymond Michael",6,2022-04-13,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d implant de tête humérale
EP-3723643-B1,Système d implant spinal et procédés d utilisation,2024-01-24,"Warsaw Orthopedic, Inc.",8,2024-01-24,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d implant spinal et procédés d utilisation
EP-2688520-B1,Nouveau dispositif d insertion d implant pourvu d un élément d engagement en queue d aronde s étendant latéralement,2017-09-27,"DePuy Synthes Products, LLC",19,2017-09-27,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Nouveau dispositif d insertion d implant pourvu d un élément d engagement en queue d aronde s étendant latéralement
EP-3638365-B1,Pose d implant et systèmes et procédés de récupération,2021-09-01,"Pacesetter, Inc.",9,2021-09-01,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Pose d implant et systèmes et procédés de récupération
EP-3393412-B1,Systèmes d implant oculaire,2022-10-05,iSTAR Medical,4,2022-10-05,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Systèmes d implant oculaire
EP-3479792-B1,Système robotique pour arthroplastie de l épaule au moyen de composants d implant sans tige,2022-09-28,Howmedica Osteonics Corporation,15,2022-09-28,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Système robotique pour arthroplastie de l épaule au moyen de composants d implant sans tige
EP-3235457-B1,Dispositifs et systèmes de réparation du ménisque,2020-01-15,Medos International S.à.r.l,7,2020-01-15,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositifs et systèmes de réparation du ménisque
EP-3568070-B1,"Guidage optique pour procédures chirurgicales, médicales et dentaires",2024-01-03,Philipp K. Lang,8,2024-01-03,2024,Certificat d'utilité,"[Certificat d'utilité] TITLE: Guidage optique pour procédures chirurgicales, médicales et dentaires"
EP-2683329-B1,Systèmes pour mastopexie,2018-05-30,"Tepha, Inc.",3,2018-05-30,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Systèmes pour mastopexie
EP-3606567-B1,"Implants biomédicaux antibactériens et matériaux, appareil et procédés associés",2022-12-21,"Sintx Technologies, Inc.",9,2022-12-21,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Implants biomédicaux antibactériens et matériaux, appareil et procédés associés"
EP-3415108-B1,Cage de fusion à caractéristiques de fixation et d insertion intégrées,2024-09-04,Stryker European Operations Holdings LLC,11,2024-09-04,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Cage de fusion à caractéristiques de fixation et d insertion intégrées
EP-4312886-B1,Systèmes d implant orthopédique comprenant des réseaux internes,2024-09-25,"Arthrex, Inc.",8,2024-09-25,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Systèmes d implant orthopédique comprenant des réseaux internes
EP-2923675-B1,Implant et dispositif de gestion de filament,2017-06-07,Medos International Sarl,7,2017-06-07,2017,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant et dispositif de gestion de filament
EP-3479789-B1,Système robotique pour arthroplastie de l épaule au moyen de composants d implant sans tige,2023-07-26,Howmedica Osteonics Corporation,15,2023-07-26,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Système robotique pour arthroplastie de l épaule au moyen de composants d implant sans tige
EP-3484387-B1,Implant de fusion sacro-iliaque postérieure,2024-05-29,"Sail Fusion, LLC",5,2024-05-29,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant de fusion sacro-iliaque postérieure
EP-3902496-B1,Système de planification chirurgicale utilisant des points de fixation de tissu mou,2023-11-01,MAKO Surgical Corp.,12,2023-11-01,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Système de planification chirurgicale utilisant des points de fixation de tissu mou
EP-3479790-B1,Système robotique pour arthroplastie de l épaule utilisant des composants d implant sans tige,2024-02-28,MAKO Surgical Corp.,14,2024-02-28,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Système robotique pour arthroplastie de l épaule utilisant des composants d implant sans tige
EP-3361994-B1,Implant d épaule sans tige,2019-12-18,"Zimmer, Inc.",5,2019-12-18,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant d épaule sans tige
EP-2068765-B1,Implants endovasculaires scellables,2018-05-09,"Syntheon TAVR, LLC",3,2018-05-09,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants endovasculaires scellables
EP-2572680-B1,Dispositif pour la restauration osseuse,2016-04-27,Vexim,5,2016-04-27,2016,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif pour la restauration osseuse
EP-3222251-B1,Implant intervertébral extensible,2018-12-05,41Medical AG,3,2018-12-05,2018,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant intervertébral extensible
EP-2844152-B1,Système de plaque latérale de fusion de la cheville et gabarit,2019-08-07,"Orthohelix Surgical Designs, Inc.",11,2019-08-07,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Système de plaque latérale de fusion de la cheville et gabarit
EP-3471626-B1,Dispositif de traitement de fistule,2023-03-01,National University of Ireland Galway,5,2023-03-01,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif de traitement de fistule
EP-3695802-B1,Implant chirurgical pour le marquage d un tissu mou,2022-06-08,"Hologic, Inc.",9,2022-06-08,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant chirurgical pour le marquage d un tissu mou
EP-3474783-B1,Cages intervertébrales à expansion et réglage angulaire,2023-05-03,Eit Emerging Implant Technologies GmbH,7,2023-05-03,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Cages intervertébrales à expansion et réglage angulaire
EP-3621545-B1,Système robotique d opération chirurgicale de la colonne vertébrale,2024-02-21,MAKO Surgical Corp.,9,2024-02-21,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Système robotique d opération chirurgicale de la colonne vertébrale
EP-3332750-B1,Implant glénoïde pour une prothèse d épaule et ensemble permettant l assemblage d un tel implant glénoïde,2021-06-30,Tornier,17,2021-06-30,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant glénoïde pour une prothèse d épaule et ensemble permettant l assemblage d un tel implant glénoïde
EP-3381412-B1,Système d implant rachidien,2023-10-18,Stryker European Operations Holdings LLC,4,2023-10-18,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d implant rachidien
EP-3427763-B1,"Matériau pour implant en alliage à base de zinc dégradable, procédé pour le fabriquer et utilisation",2022-08-10,"Shandong Rientech Medical Tech Co., Ltd., Wang, Luning",16,2022-08-10,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Matériau pour implant en alliage à base de zinc dégradable, procédé pour le fabriquer et utilisation"
EP-3843668-B1,Implant d expansion à lame de coupe,2024-11-13,Stryker European Operations Limited,7,2024-11-13,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant d expansion à lame de coupe
EP-3592273-B1,Chirurgie du genou soutenue par réalité augmentée,2023-10-04,"Biomet Manufacturing, LLC",7,2023-10-04,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Chirurgie du genou soutenue par réalité augmentée
EP-3031410-B1,Mécanisme de détachement d implant médical et ensemble introducteur,2020-03-11,Cook Medical Technologies LLC,9,2020-03-11,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Mécanisme de détachement d implant médical et ensemble introducteur
EP-3364917-B1,Appareil médical pour réparation de valvule cardiaque,2024-11-20,Coremedic AG,7,2024-11-20,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Appareil médical pour réparation de valvule cardiaque
EP-3482723-B1,Implant intervertébral extensible,2023-09-06,"Globus Medical, Inc.",3,2023-09-06,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant intervertébral extensible
EP-3487454-B1,Réparation du cartilage articulaire.,2022-04-06,"Cytex Therapeutics, Inc.",4,2022-04-06,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Réparation du cartilage articulaire.
EP-3457963-B1,Connecteurs d implant,2022-09-14,Medos International Sarl,3,2022-09-14,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Connecteurs d implant
EP-3319554-B1,Structure poreuse pour des implants osseux,2021-04-21,Waldemar Link GmbH & Co. KG,6,2021-04-21,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Structure poreuse pour des implants osseux
EP-3229723-B1,Dispositif robotique pour chirurgie dentaire,2020-12-09,"Biomet 3I, LLC",5,2020-12-09,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif robotique pour chirurgie dentaire
EP-3050540-B1,Implant spinal,2022-04-20,"K2M, Inc.",2,2022-04-20,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant spinal
EP-3866719-B1,Prédiction de force pour optimisation d implant rachidien,2023-09-06,Mazor Robotics Ltd.,8,2023-09-06,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Prédiction de force pour optimisation d implant rachidien
EP-3616654-B1,"Méthodes, systèmes et dispositifs pour implants glénoïdiens adaptatifs à planification pré-opératoire",2021-09-15,Imascap,11,2021-09-15,2021,Certificat d'utilité,"[Certificat d'utilité] TITLE: Méthodes, systèmes et dispositifs pour implants glénoïdiens adaptatifs à planification pré-opératoire"
EP-3459502-B1,Implants vertébraux,2024-05-22,Stryker European Operations Holdings LLC,2,2024-05-22,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants vertébraux
EP-3400909-B1,Impression 3d d implants en mailles pour l administration osseuse,2020-01-01,"Warsaw Orthopedic, Inc.",10,2020-01-01,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Impression 3d d implants en mailles pour l administration osseuse
EP-3334329-B1,Implant oculaire ayant un capteur de pression,2023-09-13,Alcon Inc.,7,2023-09-13,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant oculaire ayant un capteur de pression
EP-1740132-B1,Implant restrictif et/ou obstructif destine a induire une perte de poids,2014-12-31,"Synecor, LLC",11,2014-12-31,2014,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant restrictif et/ou obstructif destine a induire une perte de poids
EP-3031424-B1,Implants vertébraux extensibles,2022-03-30,"K2M, Inc.",3,2022-03-30,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants vertébraux extensibles
EP-3232942-B1,Implant chirurgical avec région poreuse,2023-02-22,"Arthrex, Inc.",5,2023-02-22,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant chirurgical avec région poreuse
EP-2103276-B1,Repositionnement de composants associés aux procédures chirurgicales crâniennes chez un patient,2019-06-19,Nobel Biocare Services AG,11,2019-06-19,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Repositionnement de composants associés aux procédures chirurgicales crâniennes chez un patient
EP-3487448-B1,Implant expansible,2024-08-28,"Seaspine, Inc.",2,2024-08-28,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant expansible
EP-3761911-B1,Cages intervertébrales à réglage angulaire avec ensemble cliquet intégré,2024-08-14,EIT Emerging Implant Technologies GmbH,9,2024-08-14,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Cages intervertébrales à réglage angulaire avec ensemble cliquet intégré
EP-3598957-B1,Plaque de base d une prothèse d articulation d épaule modulaire,2021-07-14,"DePuy Synthes Products, Inc.",11,2021-07-14,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Plaque de base d une prothèse d articulation d épaule modulaire
EP-3636224-B1,Implant rachidien avec surfaces solides et poreuses,2024-03-06,Stryker European Operations Holdings LLC,7,2024-03-06,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant rachidien avec surfaces solides et poreuses
EP-3340923-B1,Prothèse de valvule veineuse,2022-11-16,"Innovein, Inc.",4,2022-11-16,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Prothèse de valvule veineuse
EP-3419534-B1,Système d implant pour arthroplastie de l épaule,2022-11-23,"Integrated Shoulder Collaboration, Inc.",8,2022-11-23,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d implant pour arthroplastie de l épaule
EP-3531930-B1,Dispositif de réparation de tissu,2021-12-15,"Smith & Nephew, Inc.",5,2021-12-15,2021,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif de réparation de tissu
EP-3614966-B1,Implant d annuloplastie,2023-10-25,HVR Cardio Oy,3,2023-10-25,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant d annuloplastie
EP-3870115-B1,"Implants, ensembles et procédés de fabrication de tels implants ou ensembles",2024-11-20,AM Solutions Holding B.V.,11,2024-11-20,2024,Certificat d'utilité,"[Certificat d'utilité] TITLE: Implants, ensembles et procédés de fabrication de tels implants ou ensembles"
CA-2974974-C,Systeme d implant et de catheter trans-septal a profil bas pour une intervention de valvule non effractive,2023-09-05,"Edwards Lifesciences Corporation, Yaron Keidar",17,2023-09-05,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Systeme d implant et de catheter trans-septal a profil bas pour une intervention de valvule non effractive
EP-3661436-B1,Système d introduction avec capacités d extension,2022-06-29,"Boston Scientific Scimed, Inc.",7,2022-06-29,2022,Certificat d'utilité,[Certificat d'utilité] TITLE: Système d introduction avec capacités d extension
EP-3389570-B1,Implant de fusion vertébrale poreux,2024-04-17,"Nuvasive, Inc.",5,2024-04-17,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant de fusion vertébrale poreux
EP-3737339-B1,Implants et instruments dotés d éléments flexibles,2024-06-05,"K2M, Inc.",7,2024-06-05,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants et instruments dotés d éléments flexibles
EP-3315096-B1,Implant intervertébral extensible avec articulation latérale,2023-08-16,Howmedica Osteonics Corporation,6,2023-08-16,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant intervertébral extensible avec articulation latérale
EP-3354233-B1,Prothèse totale de la cheville,2019-10-02,Integra LifeSciences Corporation,5,2019-10-02,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Prothèse totale de la cheville
EP-3863567-B1,"Implant pour le traitement et/ou pour le remplacement d une valve cardiaque touchée par une inflammation, une thrombose ou une dégénérescence",2024-04-03,Devie Medical GmbH,21,2024-04-03,2024,Certificat d'utilité,"[Certificat d'utilité] TITLE: Implant pour le traitement et/ou pour le remplacement d une valve cardiaque touchée par une inflammation, une thrombose ou une dégénérescence"
EP-3417831-B1,Dispositif de distribution destiné à un implant d annuloplastie,2020-05-27,Medtentia International Ltd Oy,9,2020-05-27,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif de distribution destiné à un implant d annuloplastie
EP-3958792-B1,Système motorisé de pose d implant,2024-02-14,Edwards Lifesciences Corporation,6,2024-02-14,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Système motorisé de pose d implant
EP-3679494-B1,"Modèle d os, processus de modélisation et système associé",2022-05-11,Versitech Limited,9,2022-05-11,2022,Certificat d'utilité,"[Certificat d'utilité] TITLE: Modèle d os, processus de modélisation et système associé"
EP-3678566-B1,Implants filetés biocomposites renforcés par des fibres,2024-09-04,Ossio Ltd.,7,2024-09-04,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants filetés biocomposites renforcés par des fibres
EP-3386444-B1,Espaceur intervertébral poreux,2020-11-18,"Nexus Spine, L.L.C.",3,2020-11-18,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Espaceur intervertébral poreux
EP-2389124-B1,Implant osseux en materiau composite,2016-01-06,Carbofix Orthopedics Ltd.,5,2016-01-06,2016,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant osseux en materiau composite
EP-3811905-B1,Instrument pour l nstallation d un implant intervertebral expansible,2024-10-09,"Globus Medical, Inc.",9,2024-10-09,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Instrument pour l nstallation d un implant intervertebral expansible
EP-3313318-B1,Dispositif et système de suivi d implant stérile,2024-09-25,"Matrix It Medical Tracking Systems, Inc.",8,2024-09-25,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif et système de suivi d implant stérile
EP-3235465-B1,Implant,2019-10-30,JJGC Indústria Comércio de Materiais Dentários S.A.,1,2019-10-30,2019,Certificat d'utilité,[Certificat d'utilité] TITLE: Implant
EP-3398565-B1,Endoprothèse vasculaire à lumière,2023-09-20,"Lifetech Scientific (Shenzhen) Co., Ltd.",4,2023-09-20,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Endoprothèse vasculaire à lumière
EP-3789079-B1,Système pour stimuler la croissance osseuse de manière dynamique,2023-05-03,Intelligent Implants Limited,9,2023-05-03,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Système pour stimuler la croissance osseuse de manière dynamique
EP-3229893-B1,Procédé et dispositif de communication d implant neural,2020-06-17,Saluda Medical Pty Ltd,8,2020-06-17,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Procédé et dispositif de communication d implant neural
EP-3410984-B1,Prothèses d inversion de valvule mitrale,2023-03-29,"Boston Scientific Scimed, Inc.",6,2023-03-29,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Prothèses d inversion de valvule mitrale
EP-3819868-B1,"Procédé de repérage pour la navigation visuelle d une chirurgie d implant dentaire, et dispositif électronique",2023-08-09,"Beijing Yakebot Technology Co., Ltd",16,2023-08-09,2023,Certificat d'utilité,"[Certificat d'utilité] TITLE: Procédé de repérage pour la navigation visuelle d une chirurgie d implant dentaire, et dispositif électronique"
CA-3151230-C,"Materiau composite, implant le comprenant, utilisation du materiau composite et procedes de preparation du materiau composite et de dispositif medical",2024-03-19,"Bioretec Oy, Kimmo Lahteenkorva, Tomi Numminen",20,2024-03-19,2024,Certificat d'utilité,"[Certificat d'utilité] TITLE: Materiau composite, implant le comprenant, utilisation du materiau composite et procedes de preparation du materiau composite et de dispositif medical"
EP-3179961-B1,Implants osseux et procédés de correction de défauts osseux,2020-12-02,OssDsign AB,9,2020-12-02,2020,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants osseux et procédés de correction de défauts osseux
EP-3692952-B1,Implants et instrumentation en titane-aluminium,2024-01-03,"K2M, Inc.",5,2024-01-03,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Implants et instrumentation en titane-aluminium
EP-3727207-B1,Dispositif implantable expansible,2024-04-17,"Nuvasive, Inc.",3,2024-04-17,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Dispositif implantable expansible
EP-3787484-B1,Système de capteur d étanchéité occlusif,2024-11-27,Boston Scientific Scimed Inc.,6,2024-11-27,2024,Certificat d'utilité,[Certificat d'utilité] TITLE: Système de capteur d étanchéité occlusif
EP-3365916-B1,"Dispositifs à pixels de démodulation, réseaux de dispositifs à pixels et dispositifs optoélectroniques les incorporant",2020-12-09,Heptagon Micro Optics Pte. Ltd.,15,2020-12-09,2020,Certificat d'utilité,"[Certificat d'utilité] TITLE: Dispositifs à pixels de démodulation, réseaux de dispositifs à pixels et dispositifs optoélectroniques les incorporant"
EP-3316826-B1,Alliages de molybdène pour dispositifs médicaux,2023-04-19,Mirus LLC,6,2023-04-19,2023,Certificat d'utilité,[Certificat d'utilité] TITLE: Alliages de molybdène pour dispositifs médicaux
